{u'decodedSeries': 16, u'videoSeries': 0.368852, u'presentedSeries': 12, u'presentedTime': 1557735794583, u'decodedTime': 1557735794583, u'fpsSeries': 14, u'fpsTime': 1557735794583}
{u'decodedSeries': 375, u'videoSeries': 12.379311, u'presentedSeries': 372, u'presentedTime': 1557735806584, u'decodedTime': 1557735806584, u'fpsSeries': 373, u'fpsTime': 1557735806584}
{u'decodedSeries': 405, u'videoSeries': 13.375903, u'presentedSeries': 402, u'presentedTime': 1557735807585, u'decodedTime': 1557735807584, u'fpsSeries': 403, u'fpsTime': 1557735807585}
{u'decodedSeries': 436, u'videoSeries': 14.384918, u'presentedSeries': 432, u'presentedTime': 1557735808584, u'decodedTime': 1557735808584, u'fpsSeries': 433, u'fpsTime': 1557735808584}
{u'decodedSeries': 465, u'videoSeries': 15.392218, u'presentedSeries': 462, u'presentedTime': 1557735809585, u'decodedTime': 1557735809585, u'fpsSeries': 463, u'fpsTime': 1557735809585}
{u'decodedSeries': 495, u'videoSeries': 16.401627, u'presentedSeries': 492, u'presentedTime': 1557735810585, u'decodedTime': 1557735810585, u'fpsSeries': 491, u'fpsTime': 1557735810585}
{u'decodedSeries': 525, u'videoSeries': 17.410935, u'presentedSeries': 522, u'presentedTime': 1557735811585, u'decodedTime': 1557735811585, u'fpsSeries': 520, u'fpsTime': 1557735811585}
{u'decodedSeries': 556, u'videoSeries': 18.380186, u'presentedSeries': 552, u'presentedTime': 1557735812586, u'decodedTime': 1557735812586, u'fpsSeries': 551, u'fpsTime': 1557735812586}
{u'decodedSeries': 586, u'videoSeries': 19.390098, u'presentedSeries': 582, u'presentedTime': 1557735813586, u'decodedTime': 1557735813586, u'fpsSeries': 580, u'fpsTime': 1557735813586}
{u'decodedSeries': 616, u'videoSeries': 20.39605, u'presentedSeries': 611, u'presentedTime': 1557735814585, u'decodedTime': 1557735814585, u'fpsSeries': 609, u'fpsTime': 1557735814585}
{u'decodedSeries': 645, u'videoSeries': 21.410188, u'presentedSeries': 641, u'presentedTime': 1557735815586, u'decodedTime': 1557735815586, u'fpsSeries': 638, u'fpsTime': 1557735815586}
{u'decodedSeries': 675, u'videoSeries': 22.3789, u'presentedSeries': 671, u'presentedTime': 1557735816586, u'decodedTime': 1557735816586, u'fpsSeries': 669, u'fpsTime': 1557735816586}
{u'decodedSeries': 705, u'videoSeries': 23.386097, u'presentedSeries': 701, u'presentedTime': 1557735817587, u'decodedTime': 1557735817587, u'fpsSeries': 698, u'fpsTime': 1557735817587}
{u'decodedSeries': 733, u'videoSeries': 24.399199, u'presentedSeries': 729, u'presentedTime': 1557735818586, u'decodedTime': 1557735818586, u'fpsSeries': 726, u'fpsTime': 1557735818586}
{u'decodedSeries': 764, u'videoSeries': 25.409814, u'presentedSeries': 759, u'presentedTime': 1557735819590, u'decodedTime': 1557735819590, u'fpsSeries': 756, u'fpsTime': 1557735819590}
{u'decodedSeries': 794, u'videoSeries': 26.379893, u'presentedSeries': 789, u'presentedTime': 1557735820590, u'decodedTime': 1557735820590, u'fpsSeries': 786, u'fpsTime': 1557735820590}
{u'decodedSeries': 823, u'videoSeries': 27.389221, u'presentedSeries': 819, u'presentedTime': 1557735821592, u'decodedTime': 1557735821592, u'fpsSeries': 817, u'fpsTime': 1557735821592}
{u'decodedSeries': 853, u'videoSeries': 28.398298, u'presentedSeries': 848, u'presentedTime': 1557735822592, u'decodedTime': 1557735822592, u'fpsSeries': 846, u'fpsTime': 1557735822592}
{u'decodedSeries': 883, u'videoSeries': 29.409309, u'presentedSeries': 878, u'presentedTime': 1557735823594, u'decodedTime': 1557735823594, u'fpsSeries': 876, u'fpsTime': 1557735823594}
{u'decodedSeries': 913, u'videoSeries': 30.416899, u'presentedSeries': 908, u'presentedTime': 1557735824594, u'decodedTime': 1557735824594, u'fpsSeries': 906, u'fpsTime': 1557735824594}
{u'decodedSeries': 943, u'videoSeries': 31.383921, u'presentedSeries': 938, u'presentedTime': 1557735825594, u'decodedTime': 1557735825594, u'fpsSeries': 936, u'fpsTime': 1557735825594}
{u'decodedSeries': 973, u'videoSeries': 32.39715, u'presentedSeries': 968, u'presentedTime': 1557735826596, u'decodedTime': 1557735826595, u'fpsSeries': 966, u'fpsTime': 1557735826596}
{u'decodedSeries': 1003, u'videoSeries': 33.404832, u'presentedSeries': 998, u'presentedTime': 1557735827596, u'decodedTime': 1557735827596, u'fpsSeries': 996, u'fpsTime': 1557735827596}
{u'decodedSeries': 1033, u'videoSeries': 34.413667, u'presentedSeries': 1028, u'presentedTime': 1557735828596, u'decodedTime': 1557735828596, u'fpsSeries': 1026, u'fpsTime': 1557735828596}
{u'decodedSeries': 1063, u'videoSeries': 35.3826, u'presentedSeries': 1058, u'presentedTime': 1557735829596, u'decodedTime': 1557735829596, u'fpsSeries': 1056, u'fpsTime': 1557735829596}
{u'decodedSeries': 1093, u'videoSeries': 36.391881, u'presentedSeries': 1088, u'presentedTime': 1557735830596, u'decodedTime': 1557735830596, u'fpsSeries': 1086, u'fpsTime': 1557735830596}
{u'decodedSeries': 1123, u'videoSeries': 37.4, u'presentedSeries': 1118, u'presentedTime': 1557735831598, u'decodedTime': 1557735831598, u'fpsSeries': 1116, u'fpsTime': 1557735831598}
{u'decodedSeries': 1153, u'videoSeries': 38.41085, u'presentedSeries': 1148, u'presentedTime': 1557735832598, u'decodedTime': 1557735832598, u'fpsSeries': 1146, u'fpsTime': 1557735832598}
{u'decodedSeries': 1183, u'videoSeries': 39.419475, u'presentedSeries': 1178, u'presentedTime': 1557735833598, u'decodedTime': 1557735833598, u'fpsSeries': 1176, u'fpsTime': 1557735833598}
{u'decodedSeries': 1214, u'videoSeries': 40.396993, u'presentedSeries': 1208, u'presentedTime': 1557735834599, u'decodedTime': 1557735834599, u'fpsSeries': 1206, u'fpsTime': 1557735834599}
{u'decodedSeries': 1243, u'videoSeries': 41.404461, u'presentedSeries': 1238, u'presentedTime': 1557735835599, u'decodedTime': 1557735835599, u'fpsSeries': 1236, u'fpsTime': 1557735835599}
{u'decodedSeries': 1273, u'videoSeries': 42.4207, u'presentedSeries': 1268, u'presentedTime': 1557735836599, u'decodedTime': 1557735836599, u'fpsSeries': 1266, u'fpsTime': 1557735836599}
{u'decodedSeries': 1303, u'videoSeries': 43.390513, u'presentedSeries': 1298, u'presentedTime': 1557735837599, u'decodedTime': 1557735837599, u'fpsSeries': 1296, u'fpsTime': 1557735837599}
{u'decodedSeries': 1332, u'videoSeries': 44.398012, u'presentedSeries': 1327, u'presentedTime': 1557735838599, u'decodedTime': 1557735838599, u'fpsSeries': 1325, u'fpsTime': 1557735838599}
{u'decodedSeries': 1362, u'videoSeries': 45.413843, u'presentedSeries': 1357, u'presentedTime': 1557735839601, u'decodedTime': 1557735839601, u'fpsSeries': 1355, u'fpsTime': 1557735839601}
{u'decodedSeries': 1393, u'videoSeries': 46.424877, u'presentedSeries': 1387, u'presentedTime': 1557735840601, u'decodedTime': 1557735840601, u'fpsSeries': 1385, u'fpsTime': 1557735840601}
{u'decodedSeries': 1422, u'videoSeries': 47.393086, u'presentedSeries': 1417, u'presentedTime': 1557735841601, u'decodedTime': 1557735841601, u'fpsSeries': 1415, u'fpsTime': 1557735841601}
{u'decodedSeries': 1451, u'videoSeries': 48.402282, u'presentedSeries': 1446, u'presentedTime': 1557735842602, u'decodedTime': 1557735842602, u'fpsSeries': 1444, u'fpsTime': 1557735842602}
{u'decodedSeries': 1482, u'videoSeries': 49.410414, u'presentedSeries': 1476, u'presentedTime': 1557735843602, u'decodedTime': 1557735843602, u'fpsSeries': 1474, u'fpsTime': 1557735843602}
{u'decodedSeries': 1511, u'videoSeries': 50.420365, u'presentedSeries': 1506, u'presentedTime': 1557735844602, u'decodedTime': 1557735844602, u'fpsSeries': 1504, u'fpsTime': 1557735844602}
{u'decodedSeries': 1541, u'videoSeries': 51.390695, u'presentedSeries': 1536, u'presentedTime': 1557735845602, u'decodedTime': 1557735845602, u'fpsSeries': 1534, u'fpsTime': 1557735845602}
{u'decodedSeries': 1571, u'videoSeries': 52.4, u'presentedSeries': 1566, u'presentedTime': 1557735846606, u'decodedTime': 1557735846606, u'fpsSeries': 1564, u'fpsTime': 1557735846606}
{u'decodedSeries': 1601, u'videoSeries': 53.409172, u'presentedSeries': 1597, u'presentedTime': 1557735847606, u'decodedTime': 1557735847606, u'fpsSeries': 1594, u'fpsTime': 1557735847606}
{u'decodedSeries': 1631, u'videoSeries': 54.418968, u'presentedSeries': 1626, u'presentedTime': 1557735848606, u'decodedTime': 1557735848606, u'fpsSeries': 1624, u'fpsTime': 1557735848606}
{u'decodedSeries': 1661, u'videoSeries': 55.431978, u'presentedSeries': 1657, u'presentedTime': 1557735849607, u'decodedTime': 1557735849607, u'fpsSeries': 1654, u'fpsTime': 1557735849607}
{u'decodedSeries': 1691, u'videoSeries': 56.404535, u'presentedSeries': 1687, u'presentedTime': 1557735850607, u'decodedTime': 1557735850607, u'fpsSeries': 1684, u'fpsTime': 1557735850607}
{u'decodedSeries': 1721, u'videoSeries': 57.415589, u'presentedSeries': 1717, u'presentedTime': 1557735851607, u'decodedTime': 1557735851607, u'fpsSeries': 1714, u'fpsTime': 1557735851607}
{u'decodedSeries': 1752, u'videoSeries': 58.429268, u'presentedSeries': 1747, u'presentedTime': 1557735852608, u'decodedTime': 1557735852608, u'fpsSeries': 1744, u'fpsTime': 1557735852608}
{u'decodedSeries': 1781, u'videoSeries': 59.397548, u'presentedSeries': 1777, u'presentedTime': 1557735853608, u'decodedTime': 1557735853608, u'fpsSeries': 1774, u'fpsTime': 1557735853608}
{u'decodedSeries': 1811, u'videoSeries': 60.408805, u'presentedSeries': 1807, u'presentedTime': 1557735854608, u'decodedTime': 1557735854608, u'fpsSeries': 1804, u'fpsTime': 1557735854608}
{u'decodedSeries': 1842, u'videoSeries': 61.420543, u'presentedSeries': 1837, u'presentedTime': 1557735855609, u'decodedTime': 1557735855609, u'fpsSeries': 1834, u'fpsTime': 1557735855609}
{u'decodedSeries': 1872, u'videoSeries': 62.397789, u'presentedSeries': 1867, u'presentedTime': 1557735856609, u'decodedTime': 1557735856609, u'fpsSeries': 1864, u'fpsTime': 1557735856609}
{u'decodedSeries': 1901, u'videoSeries': 63.411696, u'presentedSeries': 1897, u'presentedTime': 1557735857610, u'decodedTime': 1557735857609, u'fpsSeries': 1894, u'fpsTime': 1557735857610}
{u'decodedSeries': 1931, u'videoSeries': 64.423599, u'presentedSeries': 1926, u'presentedTime': 1557735858611, u'decodedTime': 1557735858611, u'fpsSeries': 1923, u'fpsTime': 1557735858611}
{u'decodedSeries': 1960, u'videoSeries': 65.432595, u'presentedSeries': 1956, u'presentedTime': 1557735859610, u'decodedTime': 1557735859610, u'fpsSeries': 1953, u'fpsTime': 1557735859610}
{u'decodedSeries': 1991, u'videoSeries': 66.399516, u'presentedSeries': 1986, u'presentedTime': 1557735860611, u'decodedTime': 1557735860611, u'fpsSeries': 1983, u'fpsTime': 1557735860611}
{u'decodedSeries': 2021, u'videoSeries': 67.412288, u'presentedSeries': 2016, u'presentedTime': 1557735861611, u'decodedTime': 1557735861611, u'fpsSeries': 2013, u'fpsTime': 1557735861611}
{u'decodedSeries': 2051, u'videoSeries': 68.424485, u'presentedSeries': 2046, u'presentedTime': 1557735862622, u'decodedTime': 1557735862621, u'fpsSeries': 2044, u'fpsTime': 1557735862622}
{u'decodedSeries': 2081, u'videoSeries': 69.433333, u'presentedSeries': 2076, u'presentedTime': 1557735863621, u'decodedTime': 1557735863621, u'fpsSeries': 2073, u'fpsTime': 1557735863621}
{u'decodedSeries': 2110, u'videoSeries': 70.443073, u'presentedSeries': 2106, u'presentedTime': 1557735864622, u'decodedTime': 1557735864622, u'fpsSeries': 2103, u'fpsTime': 1557735864622}
{u'decodedSeries': 2141, u'videoSeries': 71.417126, u'presentedSeries': 2136, u'presentedTime': 1557735865622, u'decodedTime': 1557735865622, u'fpsSeries': 2133, u'fpsTime': 1557735865622}
{u'decodedSeries': 2169, u'videoSeries': 72.428152, u'presentedSeries': 2164, u'presentedTime': 1557735866622, u'decodedTime': 1557735866622, u'fpsSeries': 2162, u'fpsTime': 1557735866622}
{u'decodedSeries': 2198, u'videoSeries': 73.442659, u'presentedSeries': 2194, u'presentedTime': 1557735867622, u'decodedTime': 1557735867622, u'fpsSeries': 2191, u'fpsTime': 1557735867622}
{u'decodedSeries': 2228, u'videoSeries': 74.4158, u'presentedSeries': 2224, u'presentedTime': 1557735868622, u'decodedTime': 1557735868622, u'fpsSeries': 2222, u'fpsTime': 1557735868622}
{u'decodedSeries': 2258, u'videoSeries': 75.425679, u'presentedSeries': 2254, u'presentedTime': 1557735869623, u'decodedTime': 1557735869623, u'fpsSeries': 2252, u'fpsTime': 1557735869623}
{u'decodedSeries': 2288, u'videoSeries': 76.434579, u'presentedSeries': 2284, u'presentedTime': 1557735870623, u'decodedTime': 1557735870623, u'fpsSeries': 2282, u'fpsTime': 1557735870623}
{u'decodedSeries': 2318, u'videoSeries': 77.442386, u'presentedSeries': 2314, u'presentedTime': 1557735871624, u'decodedTime': 1557735871624, u'fpsSeries': 2312, u'fpsTime': 1557735871624}
{u'decodedSeries': 2349, u'videoSeries': 78.411866, u'presentedSeries': 2344, u'presentedTime': 1557735872624, u'decodedTime': 1557735872624, u'fpsSeries': 2341, u'fpsTime': 1557735872624}
{u'decodedSeries': 2378, u'videoSeries': 79.41908, u'presentedSeries': 2374, u'presentedTime': 1557735873624, u'decodedTime': 1557735873624, u'fpsSeries': 2372, u'fpsTime': 1557735873624}
{u'decodedSeries': 2407, u'videoSeries': 80.429893, u'presentedSeries': 2403, u'presentedTime': 1557735874624, u'decodedTime': 1557735874624, u'fpsSeries': 2400, u'fpsTime': 1557735874624}
{u'decodedSeries': 2438, u'videoSeries': 81.439843, u'presentedSeries': 2433, u'presentedTime': 1557735875624, u'decodedTime': 1557735875624, u'fpsSeries': 2431, u'fpsTime': 1557735875624}
{u'decodedSeries': 2467, u'videoSeries': 82.410363, u'presentedSeries': 2463, u'presentedTime': 1557735876624, u'decodedTime': 1557735876624, u'fpsSeries': 2460, u'fpsTime': 1557735876624}
{u'decodedSeries': 2497, u'videoSeries': 83.420633, u'presentedSeries': 2493, u'presentedTime': 1557735877626, u'decodedTime': 1557735877624, u'fpsSeries': 2490, u'fpsTime': 1557735877626}
{u'decodedSeries': 2526, u'videoSeries': 84.432261, u'presentedSeries': 2522, u'presentedTime': 1557735878624, u'decodedTime': 1557735878624, u'fpsSeries': 2520, u'fpsTime': 1557735878624}
{u'decodedSeries': 2557, u'videoSeries': 85.440486, u'presentedSeries': 2552, u'presentedTime': 1557735879625, u'decodedTime': 1557735879625, u'fpsSeries': 2550, u'fpsTime': 1557735879625}
{u'decodedSeries': 2587, u'videoSeries': 86.449187, u'presentedSeries': 2582, u'presentedTime': 1557735880625, u'decodedTime': 1557735880625, u'fpsSeries': 2580, u'fpsTime': 1557735880625}
{u'decodedSeries': 2616, u'videoSeries': 87.41869, u'presentedSeries': 2612, u'presentedTime': 1557735881625, u'decodedTime': 1557735881625, u'fpsSeries': 2609, u'fpsTime': 1557735881625}
{u'decodedSeries': 2647, u'videoSeries': 88.444773, u'presentedSeries': 2642, u'presentedTime': 1557735882626, u'decodedTime': 1557735882625, u'fpsSeries': 2640, u'fpsTime': 1557735882626}
{u'decodedSeries': 2677, u'videoSeries': 89.41381, u'presentedSeries': 2672, u'presentedTime': 1557735883626, u'decodedTime': 1557735883626, u'fpsSeries': 2670, u'fpsTime': 1557735883626}
{u'decodedSeries': 2707, u'videoSeries': 90.431225, u'presentedSeries': 2702, u'presentedTime': 1557735884625, u'decodedTime': 1557735884625, u'fpsSeries': 2700, u'fpsTime': 1557735884626}
{u'decodedSeries': 2737, u'videoSeries': 91.442616, u'presentedSeries': 2732, u'presentedTime': 1557735885626, u'decodedTime': 1557735885626, u'fpsSeries': 2729, u'fpsTime': 1557735885626}
{u'decodedSeries': 2767, u'videoSeries': 92.415121, u'presentedSeries': 2762, u'presentedTime': 1557735886637, u'decodedTime': 1557735886637, u'fpsSeries': 2760, u'fpsTime': 1557735886637}
{u'decodedSeries': 2797, u'videoSeries': 93.426655, u'presentedSeries': 2792, u'presentedTime': 1557735887638, u'decodedTime': 1557735887638, u'fpsSeries': 2790, u'fpsTime': 1557735887638}
{u'decodedSeries': 2827, u'videoSeries': 94.435984, u'presentedSeries': 2822, u'presentedTime': 1557735888638, u'decodedTime': 1557735888638, u'fpsSeries': 2820, u'fpsTime': 1557735888638}
{u'decodedSeries': 2857, u'videoSeries': 95.443839, u'presentedSeries': 2852, u'presentedTime': 1557735889637, u'decodedTime': 1557735889637, u'fpsSeries': 2850, u'fpsTime': 1557735889637}
{u'decodedSeries': 2887, u'videoSeries': 96.450216, u'presentedSeries': 2882, u'presentedTime': 1557735890640, u'decodedTime': 1557735890640, u'fpsSeries': 2879, u'fpsTime': 1557735890640}
{u'decodedSeries': 2916, u'videoSeries': 97.45839, u'presentedSeries': 2911, u'presentedTime': 1557735891640, u'decodedTime': 1557735891640, u'fpsSeries': 2909, u'fpsTime': 1557735891640}
{u'decodedSeries': 2947, u'videoSeries': 98.430264, u'presentedSeries': 2942, u'presentedTime': 1557735892645, u'decodedTime': 1557735892644, u'fpsSeries': 2939, u'fpsTime': 1557735892645}
{u'decodedSeries': 2976, u'videoSeries': 99.447312, u'presentedSeries': 2972, u'presentedTime': 1557735893645, u'decodedTime': 1557735893645, u'fpsSeries': 2969, u'fpsTime': 1557735893645}
{u'decodedSeries': 3005, u'videoSeries': 100.465598, u'presentedSeries': 3001, u'presentedTime': 1557735894644, u'decodedTime': 1557735894644, u'fpsSeries': 2998, u'fpsTime': 1557735894644}
{u'decodedSeries': 3035, u'videoSeries': 101.438997, u'presentedSeries': 3031, u'presentedTime': 1557735895645, u'decodedTime': 1557735895644, u'fpsSeries': 3028, u'fpsTime': 1557735895645}
{u'decodedSeries': 3065, u'videoSeries': 102.45794, u'presentedSeries': 3061, u'presentedTime': 1557735896645, u'decodedTime': 1557735896645, u'fpsSeries': 3058, u'fpsTime': 1557735896645}
{u'decodedSeries': 3096, u'videoSeries': 103.435541, u'presentedSeries': 3091, u'presentedTime': 1557735897645, u'decodedTime': 1557735897645, u'fpsSeries': 3088, u'fpsTime': 1557735897645}
{u'decodedSeries': 3125, u'videoSeries': 104.451984, u'presentedSeries': 3121, u'presentedTime': 1557735898649, u'decodedTime': 1557735898649, u'fpsSeries': 3118, u'fpsTime': 1557735898650}
{u'decodedSeries': 3156, u'videoSeries': 105.468125, u'presentedSeries': 3151, u'presentedTime': 1557735899650, u'decodedTime': 1557735899650, u'fpsSeries': 3149, u'fpsTime': 1557735899650}
{u'decodedSeries': 3186, u'videoSeries': 106.438506, u'presentedSeries': 3181, u'presentedTime': 1557735900650, u'decodedTime': 1557735900650, u'fpsSeries': 3178, u'fpsTime': 1557735900650}
{u'decodedSeries': 3216, u'videoSeries': 107.450667, u'presentedSeries': 3211, u'presentedTime': 1557735901650, u'decodedTime': 1557735901650, u'fpsSeries': 3209, u'fpsTime': 1557735901650}
{u'decodedSeries': 3244, u'videoSeries': 108.468272, u'presentedSeries': 3239, u'presentedTime': 1557735902651, u'decodedTime': 1557735902651, u'fpsSeries': 3236, u'fpsTime': 1557735902651}
{u'decodedSeries': 3274, u'videoSeries': 109.437005, u'presentedSeries': 3269, u'presentedTime': 1557735903664, u'decodedTime': 1557735903664, u'fpsSeries': 3267, u'fpsTime': 1557735903664}
{u'decodedSeries': 3304, u'videoSeries': 110.453986, u'presentedSeries': 3299, u'presentedTime': 1557735904666, u'decodedTime': 1557735904665, u'fpsSeries': 3297, u'fpsTime': 1557735904666}
{u'decodedSeries': 3334, u'videoSeries': 111.465578, u'presentedSeries': 3329, u'presentedTime': 1557735905667, u'decodedTime': 1557735905665, u'fpsSeries': 3327, u'fpsTime': 1557735905667}
{u'decodedSeries': 3364, u'videoSeries': 112.484748, u'presentedSeries': 3359, u'presentedTime': 1557735906666, u'decodedTime': 1557735906666, u'fpsSeries': 3357, u'fpsTime': 1557735906666}
{u'decodedSeries': 3394, u'videoSeries': 113.455918, u'presentedSeries': 3389, u'presentedTime': 1557735907667, u'decodedTime': 1557735907667, u'fpsSeries': 3387, u'fpsTime': 1557735907667}
{u'decodedSeries': 3425, u'videoSeries': 114.471036, u'presentedSeries': 3420, u'presentedTime': 1557735908682, u'decodedTime': 1557735908682, u'fpsSeries': 3417, u'fpsTime': 1557735908682}
{u'decodedSeries': 3454, u'videoSeries': 115.483045, u'presentedSeries': 3450, u'presentedTime': 1557735909683, u'decodedTime': 1557735909682, u'fpsSeries': 3447, u'fpsTime': 1557735909683}
{u'decodedSeries': 3485, u'videoSeries': 116.496263, u'presentedSeries': 3480, u'presentedTime': 1557735910682, u'decodedTime': 1557735910682, u'fpsSeries': 3477, u'fpsTime': 1557735910682}
{u'decodedSeries': 3514, u'videoSeries': 117.504656, u'presentedSeries': 3510, u'presentedTime': 1557735911694, u'decodedTime': 1557735911694, u'fpsSeries': 3508, u'fpsTime': 1557735911694}
{u'decodedSeries': 3544, u'videoSeries': 118.514705, u'presentedSeries': 3540, u'presentedTime': 1557735912694, u'decodedTime': 1557735912694, u'fpsSeries': 3538, u'fpsTime': 1557735912694}
{u'decodedSeries': 3575, u'videoSeries': 119.485009, u'presentedSeries': 3570, u'presentedTime': 1557735913694, u'decodedTime': 1557735913694, u'fpsSeries': 3568, u'fpsTime': 1557735913694}
{u'decodedSeries': 3584, u'videoSeries': 119.766666, u'presentedSeries': 3579, u'presentedTime': 1557735914695, u'decodedTime': 1557735914695, u'fpsSeries': 3577, u'fpsTime': 1557735914695}

